date,neighborhood,center_name,attendance_count
2023-01-11,Polish Hill,West Penn Community Center,12
2023-01-11,Polish Hill,West Penn Community Center,27
2023-01-11,Polish Hill,West Penn Community Center,42
2023-01-11,Polish Hill,West Penn Community Center,15
2023-01-11,Polish Hill,West Penn Community Center,51
2023-01-10,Polish Hill,West Penn Community Center,50
2023-01-10,Polish Hill,West Penn Community Center,6
2023-01-10,Polish Hill,West Penn Community Center,30
2023-01-10,Polish Hill,West Penn Community Center,57
2023-01-10,Polish Hill,West Penn Community Center,12
2023-01-10,Polish Hill,West Penn Community Center,25
2023-01-10,Polish Hill,West Penn Community Center,33
2023-01-10,Polish Hill,West Penn Community Center,148
2023-01-09,Polish Hill,West Penn Community Center,69
2023-01-09,Polish Hill,West Penn Community Center,2
2023-01-09,Polish Hill,West Penn Community Center,53
2023-01-09,Polish Hill,West Penn Community Center,26
2023-01-09,Polish Hill,West Penn Community Center,14
2023-01-09,Polish Hill,West Penn Community Center,51
2023-01-09,Polish Hill,West Penn Community Center,12
2023-01-09,Polish Hill,West Penn Community Center,19
2023-01-09,Polish Hill,West Penn Community Center,53
2023-01-07,Polish Hill,West Penn Community Center,1
2023-01-07,Polish Hill,West Penn Community Center,1
2023-01-07,Polish Hill,West Penn Community Center,1
2023-01-07,Polish Hill,West Penn Community Center,113
2023-01-06,Polish Hill,West Penn Community Center,49
2023-01-06,Polish Hill,West Penn Community Center,2
2023-01-06,Polish Hill,West Penn Community Center,8
2023-01-06,Polish Hill,West Penn Community Center,28
2023-01-06,Polish Hill,West Penn Community Center,46
2023-01-06,Polish Hill,West Penn Community Center,15
2023-01-06,Polish Hill,West Penn Community Center,61
2023-01-06,Polish Hill,West Penn Community Center,24
2023-01-06,Polish Hill,West Penn Community Center,74
2023-01-05,Polish Hill,West Penn Community Center,38
2023-01-05,Polish Hill,West Penn Community Center,5
2023-01-05,Polish Hill,West Penn Community Center,15
2023-01-05,Polish Hill,West Penn Community Center,47
2023-01-05,Polish Hill,West Penn Community Center,11
2023-01-05,Polish Hill,West Penn Community Center,37
2023-01-05,Polish Hill,West Penn Community Center,17
2023-01-05,Polish Hill,West Penn Community Center,54
2023-01-05,Polish Hill,West Penn Community Center,133
2023-01-04,Polish Hill,West Penn Community Center,45
2023-01-04,Polish Hill,West Penn Community Center,26
2023-01-04,Polish Hill,West Penn Community Center,51
2023-01-04,Polish Hill,West Penn Community Center,18
2023-01-04,Polish Hill,West Penn Community Center,45
2023-01-04,Polish Hill,West Penn Community Center,13
2023-01-04,Polish Hill,West Penn Community Center,45
2023-01-04,Polish Hill,West Penn Community Center,13
2023-01-04,Polish Hill,West Penn Community Center,52
2023-01-03,Polish Hill,West Penn Community Center,27
2023-01-03,Polish Hill,West Penn Community Center,13
2023-01-03,Polish Hill,West Penn Community Center,4
2023-01-03,Polish Hill,West Penn Community Center,27
2023-01-03,Polish Hill,West Penn Community Center,19
2023-01-03,Polish Hill,West Penn Community Center,49
2023-01-03,Polish Hill,West Penn Community Center,14
2023-01-03,Polish Hill,West Penn Community Center,64
2023-01-03,Polish Hill,West Penn Community Center,140
2022-12-30,Polish Hill,West Penn Community Center,34
2022-12-30,Polish Hill,West Penn Community Center,1
2022-12-30,Polish Hill,West Penn Community Center,14
2022-12-30,Polish Hill,West Penn Community Center,15
2022-12-30,Polish Hill,West Penn Community Center,20
2022-12-30,Polish Hill,West Penn Community Center,4
2022-12-30,Polish Hill,West Penn Community Center,26
2022-12-30,Polish Hill,West Penn Community Center,12
2022-12-30,Polish Hill,West Penn Community Center,19
2022-12-29,Polish Hill,West Penn Community Center,11
2022-12-29,Polish Hill,West Penn Community Center,13
2022-12-29,Polish Hill,West Penn Community Center,1
2022-12-29,Polish Hill,West Penn Community Center,21
2022-12-29,Polish Hill,West Penn Community Center,9
2022-12-29,Polish Hill,West Penn Community Center,27
2022-12-29,Polish Hill,West Penn Community Center,10
2022-12-29,Polish Hill,West Penn Community Center,18
2022-12-29,Polish Hill,West Penn Community Center,38
2022-12-28,Polish Hill,West Penn Community Center,2
2022-12-28,Polish Hill,West Penn Community Center,19
2022-12-28,Polish Hill,West Penn Community Center,23
2022-12-28,Polish Hill,West Penn Community Center,47
2022-12-28,Polish Hill,West Penn Community Center,10
2022-12-28,Polish Hill,West Penn Community Center,30
2022-12-28,Polish Hill,West Penn Community Center,8
2022-12-28,Polish Hill,West Penn Community Center,17
2022-12-27,Polish Hill,West Penn Community Center,2
2022-12-27,Polish Hill,West Penn Community Center,31
2022-12-27,Polish Hill,West Penn Community Center,11
2022-12-27,Polish Hill,West Penn Community Center,7
2022-12-27,Polish Hill,West Penn Community Center,34
2022-12-27,Polish Hill,West Penn Community Center,44
2022-12-27,Polish Hill,West Penn Community Center,37
2022-12-22,Polish Hill,West Penn Community Center,50
2022-12-22,Polish Hill,West Penn Community Center,109
2022-12-22,Polish Hill,West Penn Community Center,16
2022-12-22,Polish Hill,West Penn Community Center,20
2022-12-22,Polish Hill,West Penn Community Center,48
2022-12-22,Polish Hill,West Penn Community Center,5
2022-12-22,Polish Hill,West Penn Community Center,17
2022-12-22,Polish Hill,West Penn Community Center,10
2022-12-22,Polish Hill,West Penn Community Center,38
2022-12-21,Polish Hill,West Penn Community Center,52
2022-12-21,Polish Hill,West Penn Community Center,33
2022-12-21,Polish Hill,West Penn Community Center,3
2022-12-21,Polish Hill,West Penn Community Center,2
2022-12-21,Polish Hill,West Penn Community Center,3
2022-12-21,Polish Hill,West Penn Community Center,35
2022-12-21,Polish Hill,West Penn Community Center,21
2022-12-21,Polish Hill,West Penn Community Center,34
2022-12-21,Polish Hill,West Penn Community Center,59
2022-12-20,Polish Hill,West Penn Community Center,45
2022-12-20,Polish Hill,West Penn Community Center,2
2022-12-20,Polish Hill,West Penn Community Center,1
2022-12-20,Polish Hill,West Penn Community Center,15
2022-12-20,Polish Hill,West Penn Community Center,34
2022-12-20,Polish Hill,West Penn Community Center,25
2022-12-20,Polish Hill,West Penn Community Center,25
2022-12-20,Polish Hill,West Penn Community Center,46
2022-12-19,Polish Hill,West Penn Community Center,41
2022-12-19,Polish Hill,West Penn Community Center,5
2022-12-19,Polish Hill,West Penn Community Center,57
2022-12-19,Polish Hill,West Penn Community Center,3
2022-12-19,Polish Hill,West Penn Community Center,46
2022-12-19,Polish Hill,West Penn Community Center,10
2022-12-19,Polish Hill,West Penn Community Center,17
2022-12-19,Polish Hill,West Penn Community Center,44
2022-12-19,Polish Hill,West Penn Community Center,51
2022-12-17,Polish Hill,West Penn Community Center,3
2022-12-17,Polish Hill,West Penn Community Center,112
2022-12-16,Polish Hill,West Penn Community Center,34
2022-12-16,Polish Hill,West Penn Community Center,1
2022-12-16,Polish Hill,West Penn Community Center,6
2022-12-16,Polish Hill,West Penn Community Center,28
2022-12-16,Polish Hill,West Penn Community Center,35
2022-12-16,Polish Hill,West Penn Community Center,37
2022-12-16,Polish Hill,West Penn Community Center,21
2022-12-16,Polish Hill,West Penn Community Center,36
2022-12-15,Polish Hill,West Penn Community Center,54
2022-12-15,Polish Hill,West Penn Community Center,56
2022-12-15,Polish Hill,West Penn Community Center,19
2022-12-15,Polish Hill,West Penn Community Center,55
2022-12-15,Polish Hill,West Penn Community Center,13
2022-12-15,Polish Hill,West Penn Community Center,14
2022-12-15,Polish Hill,West Penn Community Center,47
2022-12-15,Polish Hill,West Penn Community Center,90
2022-12-14,Polish Hill,West Penn Community Center,63
2022-12-14,Polish Hill,West Penn Community Center,1
2022-12-14,Polish Hill,West Penn Community Center,32
2022-12-14,Polish Hill,West Penn Community Center,12
2022-12-14,Polish Hill,West Penn Community Center,11
2022-12-14,Polish Hill,West Penn Community Center,33
2022-12-14,Polish Hill,West Penn Community Center,36
2022-12-14,Polish Hill,West Penn Community Center,17
2022-12-14,Polish Hill,West Penn Community Center,47
2022-12-13,Polish Hill,West Penn Community Center,52
2022-12-13,Polish Hill,West Penn Community Center,4
2022-12-13,Polish Hill,West Penn Community Center,3
2022-12-13,Polish Hill,West Penn Community Center,10
2022-12-13,Polish Hill,West Penn Community Center,44
2022-12-13,Polish Hill,West Penn Community Center,14
2022-12-13,Polish Hill,West Penn Community Center,24
2022-12-13,Polish Hill,West Penn Community Center,16
2022-12-13,Polish Hill,West Penn Community Center,66
2022-12-12,Polish Hill,West Penn Community Center,48
2022-12-12,Polish Hill,West Penn Community Center,36
2022-12-12,Polish Hill,West Penn Community Center,11
2022-12-12,Polish Hill,West Penn Community Center,5
2022-12-12,Polish Hill,West Penn Community Center,12
2022-12-12,Polish Hill,West Penn Community Center,46
2022-12-12,Polish Hill,West Penn Community Center,30
2022-12-12,Polish Hill,West Penn Community Center,9
2022-12-12,Polish Hill,West Penn Community Center,59
2022-12-10,Polish Hill,West Penn Community Center,6
2022-12-10,Polish Hill,West Penn Community Center,5
2022-12-10,Polish Hill,West Penn Community Center,93
2022-12-09,Polish Hill,West Penn Community Center,52
2022-12-09,Polish Hill,West Penn Community Center,26
2022-12-09,Polish Hill,West Penn Community Center,21
2022-12-09,Polish Hill,West Penn Community Center,36
2022-12-09,Polish Hill,West Penn Community Center,20
2022-12-09,Polish Hill,West Penn Community Center,43
2022-12-09,Polish Hill,West Penn Community Center,20
2022-12-09,Polish Hill,West Penn Community Center,58
2022-12-08,Polish Hill,West Penn Community Center,54
2022-12-08,Polish Hill,West Penn Community Center,1
2022-12-08,Polish Hill,West Penn Community Center,37
2022-12-08,Polish Hill,West Penn Community Center,7
2022-12-08,Polish Hill,West Penn Community Center,48
2022-12-08,Polish Hill,West Penn Community Center,14
2022-12-08,Polish Hill,West Penn Community Center,30
2022-12-08,Polish Hill,West Penn Community Center,39
2022-12-07,Polish Hill,West Penn Community Center,59
2022-12-07,Polish Hill,West Penn Community Center,12
2022-12-07,Polish Hill,West Penn Community Center,27
2022-12-07,Polish Hill,West Penn Community Center,36
2022-12-07,Polish Hill,West Penn Community Center,36
2022-12-07,Polish Hill,West Penn Community Center,9
2022-12-07,Polish Hill,West Penn Community Center,46
2022-12-07,Polish Hill,West Penn Community Center,20
2022-12-07,Polish Hill,West Penn Community Center,56
2022-12-06,Polish Hill,West Penn Community Center,45
2022-12-06,Polish Hill,West Penn Community Center,3
2022-12-06,Polish Hill,West Penn Community Center,36
2022-12-06,Polish Hill,West Penn Community Center,17
2022-12-06,Polish Hill,West Penn Community Center,45
2022-12-06,Polish Hill,West Penn Community Center,21
2022-12-06,Polish Hill,West Penn Community Center,49
2022-12-06,Polish Hill,West Penn Community Center,61
2022-12-05,Polish Hill,West Penn Community Center,42
2022-12-05,Polish Hill,West Penn Community Center,30
2022-12-05,Polish Hill,West Penn Community Center,7
2022-12-05,Polish Hill,West Penn Community Center,30
2022-12-05,Polish Hill,West Penn Community Center,52
2022-12-05,Polish Hill,West Penn Community Center,9
2022-12-05,Polish Hill,West Penn Community Center,32
2022-12-05,Polish Hill,West Penn Community Center,18
2022-12-05,Polish Hill,West Penn Community Center,42
2022-12-03,Polish Hill,West Penn Community Center,2
2022-12-03,Polish Hill,West Penn Community Center,13
2022-12-03,Polish Hill,West Penn Community Center,112
2022-12-02,Polish Hill,West Penn Community Center,36
2022-12-02,Polish Hill,West Penn Community Center,22
2022-12-02,Polish Hill,West Penn Community Center,23
2022-12-02,Polish Hill,West Penn Community Center,13
2022-12-02,Polish Hill,West Penn Community Center,28
2022-12-02,Polish Hill,West Penn Community Center,39
2022-12-02,Polish Hill,West Penn Community Center,19
2022-12-02,Polish Hill,West Penn Community Center,40
2022-12-01,Polish Hill,West Penn Community Center,68
2022-12-01,Polish Hill,West Penn Community Center,3
2022-12-01,Polish Hill,West Penn Community Center,1
2022-12-01,Polish Hill,West Penn Community Center,38
2022-12-01,Polish Hill,West Penn Community Center,50
2022-12-01,Polish Hill,West Penn Community Center,8
2022-12-01,Polish Hill,West Penn Community Center,17
2022-12-01,Polish Hill,West Penn Community Center,20
2022-12-01,Polish Hill,West Penn Community Center,78
2022-11-30,Polish Hill,West Penn Community Center,53
2022-11-30,Polish Hill,West Penn Community Center,25
2022-11-30,Polish Hill,West Penn Community Center,26
2022-11-30,Polish Hill,West Penn Community Center,26
2022-11-30,Polish Hill,West Penn Community Center,14
2022-11-30,Polish Hill,West Penn Community Center,27
2022-11-30,Polish Hill,West Penn Community Center,24
2022-11-30,Polish Hill,West Penn Community Center,15
2022-11-30,Polish Hill,West Penn Community Center,62
2022-11-29,Polish Hill,West Penn Community Center,61
2022-11-29,Polish Hill,West Penn Community Center,26
2022-11-29,Polish Hill,West Penn Community Center,64
2022-11-29,Polish Hill,West Penn Community Center,10
2022-11-29,Polish Hill,West Penn Community Center,15
2022-11-29,Polish Hill,West Penn Community Center,53
2022-11-29,Polish Hill,West Penn Community Center,37
2022-11-28,Polish Hill,West Penn Community Center,38
2022-11-28,Polish Hill,West Penn Community Center,12
2022-11-28,Polish Hill,West Penn Community Center,30
2022-11-28,Polish Hill,West Penn Community Center,14
2022-11-28,Polish Hill,West Penn Community Center,39
2022-11-28,Polish Hill,West Penn Community Center,27
2022-11-28,Polish Hill,West Penn Community Center,5
2022-11-28,Polish Hill,West Penn Community Center,58
2022-11-23,Polish Hill,West Penn Community Center,70
2022-11-23,Polish Hill,West Penn Community Center,1
2022-11-23,Polish Hill,West Penn Community Center,26
2022-11-23,Polish Hill,West Penn Community Center,24
2022-11-23,Polish Hill,West Penn Community Center,19
2022-11-23,Polish Hill,West Penn Community Center,6
2022-11-23,Polish Hill,West Penn Community Center,15
2022-11-23,Polish Hill,West Penn Community Center,31
2022-11-23,Polish Hill,West Penn Community Center,37
2022-11-22,Polish Hill,West Penn Community Center,62
2022-11-22,Polish Hill,West Penn Community Center,22
2022-11-22,Polish Hill,West Penn Community Center,25
2022-11-22,Polish Hill,West Penn Community Center,21
2022-11-22,Polish Hill,West Penn Community Center,19
2022-11-22,Polish Hill,West Penn Community Center,50
